ID,Age,Gender,Income,Debt_Ratio,Employment_Years,Loan_Amount,Loan_Approved
CLIENT_00871,33,Male,41330.26,0.514,23,5000.0,0
CLIENT_00872,47,Female,18000.0,0.552,20,34446.09,0
CLIENT_00873,67,Female,45935.43,0.342,1,21011.2,0
CLIENT_00874,55,Male,42856.94,0.478,30,33353.12,1
CLIENT_00875,35,Female,68684.18,0.681,32,52960.73,0
CLIENT_00876,47,Female,28602.69,0.704,29,5000.0,0
CLIENT_00877,66,Male,19016.09,0.816,11,14505.99,0
CLIENT_00878,48,Male,37518.81,0.709,11,21859.37,0
CLIENT_00879,30,Female,23038.17,0.502,23,46822.39,0
CLIENT_00880,47,Female,45783.09,0.194,23,5000.0,1
CLIENT_00881,68,Female,18000.0,0.13,10,54037.92,0
CLIENT_00882,43,Female,32893.09,0.094,12,27037.84,0
CLIENT_00883,68,Male,26432.57,0.583,26,23559.99,1
CLIENT_00884,51,Male,56355.14,0.696,7,22029.1,0
CLIENT_00885,64,Male,28788.71,0.457,9,18456.05,0
CLIENT_00886,69,Female,18000.0,0.094,7,40721.75,0
CLIENT_00887,38,Female,40963.6,0.478,19,8972.19,0
CLIENT_00888,47,Female,51397.72,0.799,7,30181.21,0
CLIENT_00889,57,Male,39575.9,0.528,8,19237.28,0
CLIENT_00890,22,Male,32773.54,0.698,6,13568.0,0
CLIENT_00891,29,Male,31568.76,0.69,13,63789.63,0
CLIENT_00892,56,Female,47258.96,0.796,27,31285.76,0
CLIENT_00893,36,Female,27211.03,0.666,1,34198.98,0
CLIENT_00894,68,Male,38430.34,0.648,7,42066.65,0
CLIENT_00895,43,Female,60008.93,0.237,12,5000.0,0
CLIENT_00896,35,Male,18973.54,0.098,20,51284.38,0
CLIENT_00897,47,Female,44126.66,0.464,27,5000.0,1
CLIENT_00898,49,Male,18000.0,0.15,34,13468.5,1
CLIENT_00899,44,Female,49558.59,0.82,22,18114.52,0
CLIENT_00900,35,Male,25423.82,0.282,14,33725.85,0
CLIENT_00901,45,Female,65391.84,0.732,1,28280.77,0
CLIENT_00902,23,Male,18000.0,0.36,11,22497.78,0
CLIENT_00903,66,Male,53841.58,0.309,2,24820.04,0
CLIENT_00904,47,Male,69422.62,0.798,4,10329.65,0
CLIENT_00905,35,Male,24386.21,0.341,2,5000.0,0
CLIENT_00906,28,Male,27762.3,0.362,18,35897.67,0
CLIENT_00907,24,Female,26116.09,0.135,1,35405.59,0
CLIENT_00908,68,Male,35282.75,0.586,16,48767.42,0
CLIENT_00909,44,Female,55348.44,0.281,13,13149.74,0
CLIENT_00910,67,Female,33649.9,0.518,27,35392.23,0
CLIENT_00911,64,Female,22580.84,0.523,26,20744.4,0
CLIENT_00912,68,Male,18000.0,0.625,9,42857.12,0
CLIENT_00913,66,Male,77038.95,0.646,2,40329.44,0
CLIENT_00914,39,Female,78609.91,0.462,24,28168.14,1
CLIENT_00915,59,Female,56204.74,0.315,21,19907.05,1
CLIENT_00916,56,Male,28792.33,0.72,29,39413.98,0
CLIENT_00917,36,Male,59954.04,0.298,20,34703.57,1
CLIENT_00918,46,Male,63974.14,0.456,29,14733.39,1
CLIENT_00919,58,Female,39915.04,0.371,27,5083.02,1
CLIENT_00920,49,Male,45827.37,0.734,30,20672.01,1
CLIENT_00921,31,Male,69635.36,0.396,25,47731.21,1
CLIENT_00922,60,Female,18000.0,0.359,21,42197.31,0
CLIENT_00923,38,Male,64968.46,0.602,20,8315.09,1
CLIENT_00924,60,Male,38816.92,0.532,0,7483.64,0
CLIENT_00925,43,Female,22748.43,0.136,12,44120.26,0
CLIENT_00926,47,Female,24393.87,0.457,20,7965.46,0
CLIENT_00927,65,Male,27705.56,0.638,8,32639.43,0
CLIENT_00928,46,Male,20798.59,0.844,16,15758.93,0
CLIENT_00929,38,Male,80427.78,0.553,20,49255.67,1
CLIENT_00930,34,Male,54824.06,0.346,30,13443.63,1
CLIENT_00931,41,Female,66289.66,0.231,21,42150.42,1
CLIENT_00932,46,Male,56247.37,0.748,11,27772.88,0
CLIENT_00933,25,Male,46224.55,0.702,5,28782.92,0
CLIENT_00934,31,Male,46495.11,0.237,15,5000.0,1
CLIENT_00935,24,Female,37049.75,0.211,25,5000.0,1
CLIENT_00936,62,Female,38684.35,0.622,4,21691.51,0
CLIENT_00937,66,Female,18000.0,0.302,8,28703.59,0
CLIENT_00938,39,Male,66636.52,0.295,13,8122.03,1
CLIENT_00939,68,Female,18000.0,0.172,29,8669.6,1
CLIENT_00940,57,Female,23827.79,0.261,25,33422.09,0
CLIENT_00941,68,Male,85240.68,0.392,28,33442.82,1
CLIENT_00942,43,Male,47723.46,0.636,18,22933.88,0
CLIENT_00943,55,Male,48554.21,0.319,7,36703.03,0
CLIENT_00944,68,Male,57746.77,0.313,22,7386.97,1
CLIENT_00945,29,Male,18000.0,0.278,34,19660.98,1
CLIENT_00946,61,Male,18000.0,0.433,30,49718.16,0
CLIENT_00947,65,Male,36102.11,0.195,34,26024.83,1
CLIENT_00948,40,Female,26932.78,0.439,31,26894.69,0
CLIENT_00949,63,Male,43500.88,0.613,4,59589.2,0
CLIENT_00950,62,Female,54710.99,0.074,15,5000.0,1
CLIENT_00951,58,Female,72783.26,0.058,16,36946.46,1
CLIENT_00952,27,Female,61221.77,0.11,31,49959.79,1
CLIENT_00953,47,Female,25114.47,0.479,31,20127.13,0
CLIENT_00954,55,Male,37500.72,0.734,19,37894.46,0
CLIENT_00955,66,Female,32061.1,0.054,1,10269.71,0
CLIENT_00956,27,Male,24668.78,0.799,19,14699.01,0
CLIENT_00957,58,Male,20116.5,0.135,17,30774.5,1
CLIENT_00958,54,Female,78286.25,0.724,0,36978.5,0
CLIENT_00959,43,Male,45212.84,0.436,28,41814.05,1
CLIENT_00960,42,Male,40515.4,0.577,28,48544.43,0
CLIENT_00961,27,Female,54685.15,0.459,18,23988.3,0
CLIENT_00962,27,Female,55674.92,0.432,5,42904.18,0
CLIENT_00963,69,Female,67376.51,0.718,7,19865.43,0
CLIENT_00964,25,Male,30126.77,0.655,23,38531.37,0
CLIENT_00965,51,Female,53054.44,0.437,19,28112.33,0
CLIENT_00966,32,Male,26776.52,0.139,13,31685.17,0
CLIENT_00967,51,Female,41196.84,0.142,4,31352.62,0
CLIENT_00968,52,Female,46134.85,0.691,33,5000.0,1
CLIENT_00969,45,Female,48089.68,0.474,15,8138.17,0
CLIENT_00970,30,Female,47206.42,0.435,6,26538.12,0
CLIENT_00971,24,Male,61036.62,0.594,15,5000.0,0
CLIENT_00972,52,Female,33060.23,0.737,6,37468.17,0
CLIENT_00973,61,Female,48633.49,0.553,26,38073.34,0
CLIENT_00974,58,Male,29821.9,0.66,13,29907.56,0
CLIENT_00975,57,Female,103415.05,0.662,13,8182.99,0
CLIENT_00976,45,Male,26742.71,0.335,32,45702.08,1
CLIENT_00977,52,Female,30986.95,0.269,32,55558.16,1
CLIENT_00978,27,Female,62652.96,0.691,19,27206.15,0
CLIENT_00979,23,Female,36410.7,0.352,6,32658.03,0
CLIENT_00980,41,Male,62660.92,0.773,31,28026.08,1
CLIENT_00981,49,Female,48060.45,0.106,2,32955.54,0
CLIENT_00982,32,Female,36936.21,0.097,28,23206.62,1
CLIENT_00983,25,Female,29944.89,0.792,23,24481.54,0
CLIENT_00984,36,Male,29223.27,0.569,21,38585.76,0
CLIENT_00985,27,Male,37153.58,0.354,5,60184.36,0
CLIENT_00986,51,Female,41512.07,0.654,23,5000.0,0
CLIENT_00987,59,Male,28362.38,0.588,22,23442.81,0
CLIENT_00988,23,Female,42815.35,0.475,9,7293.09,0
CLIENT_00989,36,Female,23117.69,0.129,15,48880.37,0
CLIENT_00990,32,Female,60118.02,0.7,10,16183.93,0
CLIENT_00991,29,Female,63947.25,0.743,31,5000.0,0
CLIENT_00992,47,Male,30913.5,0.188,5,34572.8,0
CLIENT_00993,66,Male,29796.54,0.73,23,51164.67,0
CLIENT_00994,65,Male,48558.34,0.752,32,34953.97,1
CLIENT_00995,26,Male,70307.32,0.49,11,28071.97,0
CLIENT_00996,27,Male,74733.27,0.575,26,31137.11,1
CLIENT_00997,47,Female,18000.0,0.356,17,46222.61,0
CLIENT_00998,25,Female,65126.1,0.275,12,11887.01,0
CLIENT_00999,40,Female,43768.93,0.628,29,23322.29,0
CLIENT_01000,41,Female,44156.21,0.74,12,18209.65,0
CLIENT_01001,54,Female,55094.25,0.573,33,7482.02,1
CLIENT_01002,41,Female,35380.85,0.459,29,20074.37,0
CLIENT_01003,33,Female,66934.01,0.177,24,41615.82,1
CLIENT_01004,68,Female,73479.25,0.093,1,33499.03,0
CLIENT_01005,22,Male,74225.69,0.407,17,34664.66,0
CLIENT_01006,47,Male,18000.0,0.089,4,27197.13,0
CLIENT_01007,35,Male,40406.85,0.505,18,32849.86,0
CLIENT_01008,59,Female,18000.0,0.356,17,12991.14,0
CLIENT_01009,58,Female,29694.4,0.656,31,20357.35,0
CLIENT_01010,32,Male,18000.0,0.295,20,27880.06,0
CLIENT_01011,57,Male,54005.33,0.524,9,29162.74,0
CLIENT_01012,34,Female,49386.19,0.48,21,29802.82,0
CLIENT_01013,64,Male,36347.98,0.054,12,22924.97,1
CLIENT_01014,24,Male,29177.04,0.108,16,19338.65,0
CLIENT_01015,54,Female,51280.63,0.282,8,72366.57,0
CLIENT_01016,27,Male,24771.56,0.756,23,38601.81,0
CLIENT_01017,31,Male,23410.76,0.168,13,31197.21,0
CLIENT_01018,26,Female,20951.68,0.619,7,21501.87,0
CLIENT_01019,44,Female,40923.18,0.829,18,18231.72,0
CLIENT_01020,31,Female,33353.85,0.682,27,23037.99,0
CLIENT_01021,65,Male,37315.24,0.244,29,29392.43,1
CLIENT_01022,23,Male,55436.17,0.777,6,5000.0,0
CLIENT_01023,34,Male,64265.93,0.124,25,5000.0,1
CLIENT_01024,61,Female,74009.62,0.425,10,15446.76,0
CLIENT_01025,23,Female,46202.74,0.76,13,28107.09,0
CLIENT_01026,41,Male,51951.78,0.563,20,21410.9,0
CLIENT_01027,22,Female,48776.93,0.381,7,47171.82,0
CLIENT_01028,58,Male,18000.0,0.284,2,5000.0,0
CLIENT_01029,30,Male,37606.06,0.35,27,13729.82,1
CLIENT_01030,38,Male,37698.04,0.457,28,47801.38,0
CLIENT_01031,30,Male,34783.74,0.305,22,26966.79,0
CLIENT_01032,32,Female,44181.21,0.825,17,38272.64,0
CLIENT_01033,36,Male,40610.39,0.796,34,55768.7,0
CLIENT_01034,45,Male,25273.46,0.747,12,14592.93,0
CLIENT_01035,59,Female,41979.48,0.387,11,23510.28,0
CLIENT_01036,56,Male,32218.99,0.603,4,20913.6,0
CLIENT_01037,51,Female,18000.0,0.772,10,5000.0,0
CLIENT_01038,52,Female,18000.0,0.73,10,20344.05,0
CLIENT_01039,26,Male,46778.29,0.381,30,38215.93,1
CLIENT_01040,65,Male,66837.83,0.14,30,33108.84,1
CLIENT_01041,35,Male,18000.0,0.111,12,34286.25,0
CLIENT_01042,32,Male,27592.17,0.512,13,19367.37,0
CLIENT_01043,30,Male,53629.08,0.564,24,15158.54,0
CLIENT_01044,55,Female,62563.91,0.73,32,44038.84,0
CLIENT_01045,33,Female,36597.73,0.284,32,17540.24,1
CLIENT_01046,56,Male,31344.35,0.184,14,29411.23,1
CLIENT_01047,56,Female,69394.21,0.353,15,27450.02,1
CLIENT_01048,22,Female,60921.85,0.333,5,46925.76,0
CLIENT_01049,61,Female,62172.37,0.156,24,39571.19,1
CLIENT_01050,43,Female,35638.72,0.588,14,5571.12,0
CLIENT_01051,50,Female,67273.88,0.457,3,7186.7,0
CLIENT_01052,29,Male,18000.0,0.627,3,33683.65,0
CLIENT_01053,32,Male,67624.6,0.332,29,24034.94,1
CLIENT_01054,62,Female,43669.36,0.311,33,18172.42,1
CLIENT_01055,58,Male,47578.68,0.428,26,40234.42,1
CLIENT_01056,35,Female,26094.95,0.752,30,27811.89,0
CLIENT_01057,51,Female,18000.0,0.082,31,25786.86,1
CLIENT_01058,56,Male,47154.08,0.694,8,36697.43,0
CLIENT_01059,42,Male,56027.89,0.345,7,19373.37,0
CLIENT_01060,58,Male,59053.85,0.734,13,48527.78,0
CLIENT_01061,26,Female,56895.57,0.692,32,13179.29,0
CLIENT_01062,40,Male,52363.23,0.329,22,34853.94,1
CLIENT_01063,35,Male,26524.27,0.605,20,46507.49,0
CLIENT_01064,47,Male,60349.52,0.178,11,5000.0,1
CLIENT_01065,25,Male,24287.55,0.767,1,19849.97,0
CLIENT_01066,46,Male,67141.28,0.374,12,42133.11,0
CLIENT_01067,66,Male,43320.36,0.415,3,42358.67,0
CLIENT_01068,63,Female,43985.82,0.615,19,22427.57,0
CLIENT_01069,46,Male,62318.53,0.707,13,13979.93,0
CLIENT_01070,39,Male,65029.37,0.239,29,39339.04,1
CLIENT_01071,61,Male,60412.77,0.579,28,42753.24,1
CLIENT_01072,29,Male,28590.84,0.364,7,7530.05,0
CLIENT_01073,60,Female,60253.39,0.345,11,6941.3,1
CLIENT_01074,61,Female,28704.21,0.602,25,28378.85,0
CLIENT_01075,35,Male,60758.03,0.36,1,34440.41,0
CLIENT_01076,53,Female,18000.0,0.327,13,20513.96,0
CLIENT_01077,59,Male,43126.4,0.719,5,35189.41,0
CLIENT_01078,54,Male,28582.18,0.131,30,14347.95,1
CLIENT_01079,44,Female,62398.71,0.591,16,5000.0,0
CLIENT_01080,36,Female,67303.34,0.249,24,18641.48,1
CLIENT_01081,54,Female,48979.93,0.062,31,25948.48,1
CLIENT_01082,46,Male,48322.18,0.183,11,20862.4,1
CLIENT_01083,38,Female,59083.54,0.535,12,7620.95,0
CLIENT_01084,54,Male,67422.3,0.617,18,5000.0,1
CLIENT_01085,68,Male,45746.22,0.067,24,17288.67,1
CLIENT_01086,23,Female,35006.49,0.079,30,38464.84,0
CLIENT_01087,35,Male,57945.35,0.772,24,43842.96,0
CLIENT_01088,61,Female,18000.0,0.109,15,42815.7,0
CLIENT_01089,61,Female,63193.03,0.765,22,12761.36,0
CLIENT_01090,60,Male,30796.26,0.233,13,7694.41,1
CLIENT_01091,27,Male,40195.44,0.642,5,32449.52,0
CLIENT_01092,27,Female,63321.03,0.298,24,34526.5,0
CLIENT_01093,24,Male,36689.81,0.737,22,31002.54,0
CLIENT_01094,28,Female,57948.18,0.61,11,5000.0,0
CLIENT_01095,29,Female,67778.18,0.371,12,11996.73,0
CLIENT_01096,63,Male,47200.66,0.111,33,24554.67,1
CLIENT_01097,36,Female,51228.96,0.636,5,32308.27,0
CLIENT_01098,68,Female,42611.28,0.544,7,36509.61,0
CLIENT_01099,50,Male,47311.96,0.052,7,27163.8,1
CLIENT_01100,54,Female,22671.9,0.058,32,29961.76,1
CLIENT_01101,51,Male,39125.24,0.697,33,26272.98,1
CLIENT_01102,60,Female,19235.89,0.258,14,35284.29,0
CLIENT_01103,48,Female,27024.66,0.559,34,29692.98,0
CLIENT_01104,57,Male,18000.0,0.413,21,25986.06,0
CLIENT_01105,50,Male,50278.56,0.741,22,20974.47,0
CLIENT_01106,59,Female,78832.04,0.784,21,26219.37,0
CLIENT_01107,54,Male,35877.89,0.847,4,32268.87,0
CLIENT_01108,58,Female,64302.67,0.173,30,29012.13,1
CLIENT_01109,48,Male,67513.86,0.74,12,30712.4,0
CLIENT_01110,54,Female,21017.26,0.263,27,45140.83,0
CLIENT_01111,25,Female,25324.12,0.523,19,28977.46,0
CLIENT_01112,43,Female,64815.96,0.455,32,15265.02,1
CLIENT_01113,23,Male,43153.17,0.064,15,38254.1,0
CLIENT_01114,31,Female,19184.22,0.796,28,5000.0,0
CLIENT_01115,26,Female,32262.81,0.113,22,8778.8,0
CLIENT_01116,31,Male,53393.2,0.601,23,30037.71,0
CLIENT_01117,54,Male,29121.27,0.678,33,32745.95,0
CLIENT_01118,59,Male,18000.0,0.686,6,6324.23,0
CLIENT_01119,34,Female,38559.74,0.158,3,19257.74,0
CLIENT_01120,52,Female,40180.14,0.408,33,15908.74,1
CLIENT_01121,68,Male,45184.53,0.714,21,17699.86,0
CLIENT_01122,57,Female,70177.67,0.292,4,39153.97,0
CLIENT_01123,66,Male,46070.46,0.424,22,35597.58,1
CLIENT_01124,45,Male,49858.75,0.268,14,24713.17,1
CLIENT_01125,36,Female,66110.74,0.421,30,16810.57,1
CLIENT_01126,50,Female,45206.88,0.76,8,5000.0,0
CLIENT_01127,29,Male,87730.41,0.414,24,46302.77,1
CLIENT_01128,26,Male,19725.83,0.495,24,33881.71,0
CLIENT_01129,50,Female,26317.05,0.373,20,14399.96,0
CLIENT_01130,68,Male,57279.17,0.418,8,35793.99,0
CLIENT_01131,25,Male,70086.27,0.062,21,23946.65,1
CLIENT_01132,33,Male,40984.1,0.277,22,20693.36,1
CLIENT_01133,66,Female,24787.58,0.399,3,31528.17,0
CLIENT_01134,23,Female,80219.79,0.557,28,13877.53,0
CLIENT_01135,48,Male,29152.62,0.41,14,19843.65,0
CLIENT_01136,52,Female,51781.09,0.32,0,26821.92,0
CLIENT_01137,57,Female,71283.04,0.36,29,17508.23,1
CLIENT_01138,57,Male,36167.9,0.244,28,35036.28,1
CLIENT_01139,47,Female,32557.44,0.79,19,53036.0,0
CLIENT_01140,64,Female,33926.25,0.467,32,13685.53,1
CLIENT_01141,48,Male,63031.03,0.061,21,5000.0,1
CLIENT_01142,26,Male,66202.95,0.066,12,5000.0,1
CLIENT_01143,41,Female,45674.51,0.828,6,22742.98,0
CLIENT_01144,32,Female,82661.65,0.227,7,15052.53,0
CLIENT_01145,31,Female,45639.33,0.694,27,28117.91,0
CLIENT_01146,61,Male,70846.66,0.097,8,26988.97,1
CLIENT_01147,59,Female,36359.97,0.787,24,5000.0,0
CLIENT_01148,27,Male,91675.13,0.75,15,5000.0,0
CLIENT_01149,29,Male,76402.63,0.507,9,29439.0,0
CLIENT_01150,44,Female,42440.51,0.057,10,27031.43,0
CLIENT_01151,68,Male,73690.8,0.256,30,18612.73,1
CLIENT_01152,47,Male,72679.61,0.375,11,5000.0,1
CLIENT_01153,67,Male,76060.82,0.418,30,32070.87,1
CLIENT_01154,64,Male,18000.0,0.288,13,44078.49,0
CLIENT_01155,33,Male,59387.03,0.076,31,29169.74,1
CLIENT_01156,47,Female,55845.98,0.522,16,12287.89,0
CLIENT_01157,34,Male,54421.47,0.469,34,25668.28,1
CLIENT_01158,61,Female,49366.93,0.276,0,5000.0,0
CLIENT_01159,39,Female,49956.23,0.08,28,40869.41,1
CLIENT_01160,46,Female,70662.81,0.846,3,26227.67,0
CLIENT_01161,54,Male,55789.47,0.436,22,5000.0,1
CLIENT_01162,68,Female,49338.13,0.655,27,20489.88,1
CLIENT_01163,61,Female,67787.62,0.412,15,31949.52,1
CLIENT_01164,64,Female,53360.52,0.085,11,20004.29,1
CLIENT_01165,33,Female,55271.37,0.298,20,20861.56,0
CLIENT_01166,65,Female,82340.74,0.306,16,6633.97,1
CLIENT_01167,57,Male,36310.39,0.721,12,33498.11,0
CLIENT_01168,69,Female,18000.0,0.573,31,15272.96,0
CLIENT_01169,25,Female,46447.27,0.27,14,5000.0,0
CLIENT_01170,26,Female,49290.87,0.824,11,19431.14,0
CLIENT_01171,58,Female,59430.58,0.307,14,39717.25,0
CLIENT_01172,29,Male,47146.32,0.849,33,19196.06,0
CLIENT_01173,63,Female,60102.38,0.847,5,51069.77,0
CLIENT_01174,49,Male,95092.33,0.203,16,31434.52,1
CLIENT_01175,52,Male,61030.29,0.3,19,30081.37,1
CLIENT_01176,30,Male,64546.31,0.439,8,23074.03,0
CLIENT_01177,50,Male,42409.37,0.581,4,23975.71,0
CLIENT_01178,35,Female,18000.0,0.472,22,21048.65,0
CLIENT_01179,61,Male,18000.0,0.826,32,20465.96,0
CLIENT_01180,62,Male,34626.39,0.629,13,32963.01,0
CLIENT_01181,43,Female,18000.0,0.22,16,10962.53,0
CLIENT_01182,32,Female,55270.98,0.134,18,8861.59,1
CLIENT_01183,44,Female,37343.66,0.601,32,8152.07,0
CLIENT_01184,22,Female,18732.5,0.177,0,55684.82,0
CLIENT_01185,67,Female,47617.48,0.68,12,32955.14,0
CLIENT_01186,58,Male,30227.36,0.299,26,29567.38,1
CLIENT_01187,42,Male,54015.53,0.312,5,9137.28,0
CLIENT_01188,47,Female,59152.53,0.059,5,34350.13,0
CLIENT_01189,67,Male,30963.32,0.611,32,23251.43,1
CLIENT_01190,57,Female,40254.38,0.141,29,28212.53,1
CLIENT_01191,44,Male,49297.92,0.668,34,10350.7,1
CLIENT_01192,22,Male,18000.0,0.443,22,27404.03,0
CLIENT_01193,61,Female,49296.15,0.677,9,18642.5,0
CLIENT_01194,36,Female,18000.0,0.517,18,13515.83,0
CLIENT_01195,42,Female,56314.34,0.116,27,36011.6,1
CLIENT_01196,68,Female,36296.73,0.663,22,5000.0,0
CLIENT_01197,30,Male,18000.0,0.106,3,33471.64,0
CLIENT_01198,30,Male,33400.53,0.433,19,35267.29,0
CLIENT_01199,31,Female,34246.51,0.188,18,11805.34,0
CLIENT_01200,47,Female,66370.42,0.652,26,12695.07,0
CLIENT_01201,62,Male,48466.09,0.779,33,21654.61,1
CLIENT_01202,56,Female,25874.45,0.493,3,29230.54,0
CLIENT_01203,46,Male,77981.33,0.472,6,22707.18,0
CLIENT_01204,47,Male,57529.81,0.661,6,31503.44,0
CLIENT_01205,32,Male,38273.55,0.054,25,51444.69,1
CLIENT_01206,59,Female,18000.0,0.784,25,17384.25,0
CLIENT_01207,23,Female,36508.13,0.208,18,5000.0,0
CLIENT_01208,28,Male,40589.74,0.837,8,37388.85,0
CLIENT_01209,39,Female,52380.65,0.639,19,50249.72,0
CLIENT_01210,48,Male,57145.13,0.669,15,30891.53,0
CLIENT_01211,55,Male,61131.64,0.575,16,8683.77,1
CLIENT_01212,48,Male,18000.0,0.427,21,23141.61,0
CLIENT_01213,38,Male,49170.1,0.507,12,8222.15,0
CLIENT_01214,64,Male,41807.68,0.087,11,34642.83,1
CLIENT_01215,65,Female,98559.55,0.549,9,5000.0,1
CLIENT_01216,45,Female,46293.89,0.551,0,20498.07,0
CLIENT_01217,46,Female,32546.94,0.763,31,9934.93,0
CLIENT_01218,28,Male,47207.38,0.455,29,26902.37,1
CLIENT_01219,27,Male,44828.63,0.112,7,19504.87,0
CLIENT_01220,45,Male,18000.0,0.295,20,27651.43,1
CLIENT_01221,54,Male,53166.09,0.575,21,25335.26,0
CLIENT_01222,50,Female,38788.84,0.241,17,10200.11,0
CLIENT_01223,64,Male,44466.18,0.274,1,34403.16,0
CLIENT_01224,43,Female,27528.63,0.706,8,24268.52,0
CLIENT_01225,47,Female,23121.72,0.517,2,10172.06,0
CLIENT_01226,49,Male,62577.65,0.457,25,58613.9,1
CLIENT_01227,42,Female,67169.13,0.305,20,32146.45,0
CLIENT_01228,28,Female,53361.97,0.635,29,22701.09,0
CLIENT_01229,38,Female,18000.0,0.28,27,46228.07,0
CLIENT_01230,41,Female,54661.27,0.64,25,52627.23,0
CLIENT_01231,62,Male,18000.0,0.106,33,22819.76,1
CLIENT_01232,41,Male,31776.49,0.742,7,30210.96,0
CLIENT_01233,43,Male,62311.17,0.45,9,10179.96,0
CLIENT_01234,49,Male,58151.97,0.401,13,22792.11,1
CLIENT_01235,61,Female,54139.35,0.539,14,22014.06,0
CLIENT_01236,28,Male,71258.05,0.549,16,27772.41,0
CLIENT_01237,22,Female,56200.3,0.156,17,29991.41,0
CLIENT_01238,53,Female,18000.0,0.655,31,33397.43,0
CLIENT_01239,34,Male,37609.38,0.271,22,28564.64,1
CLIENT_01240,51,Male,44167.83,0.774,22,6838.86,0
CLIENT_01241,44,Female,41825.17,0.704,34,10922.99,0
CLIENT_01242,40,Female,32657.3,0.327,14,16803.89,0
CLIENT_01243,53,Female,24396.88,0.696,23,20766.39,0
CLIENT_01244,51,Male,93014.9,0.335,27,40761.61,1
CLIENT_01245,50,Male,37225.1,0.131,15,7555.92,1
CLIENT_01246,66,Male,92032.04,0.82,15,19638.77,1
CLIENT_01247,50,Male,22174.19,0.572,5,39295.14,0
CLIENT_01248,51,Female,58141.2,0.415,1,20501.84,0
CLIENT_01249,37,Female,49592.83,0.368,12,31906.23,0
CLIENT_01250,61,Female,26561.01,0.31,8,22906.87,0
CLIENT_01251,40,Female,35648.86,0.835,33,28851.75,0
CLIENT_01252,39,Female,44697.4,0.158,16,21572.91,0
CLIENT_01253,22,Male,28117.67,0.302,26,35005.98,0
CLIENT_01254,35,Male,39877.19,0.438,28,5000.0,1
CLIENT_01255,68,Female,18000.0,0.432,21,19550.32,0
CLIENT_01256,23,Male,59230.32,0.427,23,29448.59,0
CLIENT_01257,49,Female,69543.03,0.191,6,33005.43,0
CLIENT_01258,51,Female,54087.27,0.166,33,47394.29,1
CLIENT_01259,59,Male,90285.16,0.254,11,19134.63,1
CLIENT_01260,25,Female,58641.92,0.782,22,47192.23,0
CLIENT_01261,22,Female,67856.19,0.14,14,15114.64,1
CLIENT_01262,29,Female,69767.26,0.656,32,44929.7,0
CLIENT_01263,50,Female,18000.0,0.656,12,37262.01,0
CLIENT_01264,60,Female,53473.46,0.698,22,11298.12,0
CLIENT_01265,24,Male,18000.0,0.759,31,29605.59,0
CLIENT_01266,53,Male,21381.93,0.26,34,24231.46,1
CLIENT_01267,31,Female,24860.53,0.23,0,34383.77,0
CLIENT_01268,31,Female,38745.68,0.422,4,21650.93,0
CLIENT_01269,40,Male,58009.2,0.262,12,20391.31,0
CLIENT_01270,67,Male,53679.8,0.637,4,45536.42,0
CLIENT_01271,55,Female,44748.37,0.559,31,23519.19,0
CLIENT_01272,54,Female,59453.67,0.75,20,37396.33,0
CLIENT_01273,44,Female,60669.73,0.116,23,21619.73,1
CLIENT_01274,49,Female,53852.48,0.782,17,49999.95,0
CLIENT_01275,53,Male,18000.0,0.285,20,14824.98,1
CLIENT_01276,28,Male,30213.34,0.443,9,15787.85,0
CLIENT_01277,50,Female,45526.56,0.401,23,47867.76,0
CLIENT_01278,29,Male,59669.06,0.658,20,18325.8,0
CLIENT_01279,22,Male,18428.41,0.386,24,49016.11,0
CLIENT_01280,24,Male,44773.1,0.805,22,38377.61,0
CLIENT_01281,45,Female,18000.0,0.772,21,22680.25,0
CLIENT_01282,44,Female,65518.36,0.748,3,5000.0,0
CLIENT_01283,29,Male,49846.95,0.107,33,24710.23,1
CLIENT_01284,68,Male,18077.28,0.733,5,26524.45,0
CLIENT_01285,58,Female,18000.0,0.675,27,42508.27,0
CLIENT_01286,24,Female,52748.64,0.133,30,48826.71,1
CLIENT_01287,54,Male,72495.98,0.136,34,14725.19,1
CLIENT_01288,49,Male,23064.28,0.131,22,37017.73,1
CLIENT_01289,68,Male,60732.08,0.059,5,36481.03,1
CLIENT_01290,29,Female,34155.25,0.489,15,41101.19,0
CLIENT_01291,55,Male,61463.88,0.829,1,32480.35,0
CLIENT_01292,56,Male,58663.82,0.401,23,5000.0,1
CLIENT_01293,53,Female,48106.0,0.483,16,22668.66,0
CLIENT_01294,45,Female,18000.0,0.824,0,7664.39,0
CLIENT_01295,35,Male,58623.71,0.254,5,21960.91,0
CLIENT_01296,53,Female,55040.39,0.737,4,39700.06,0
CLIENT_01297,67,Male,53208.6,0.487,28,29577.26,1
CLIENT_01298,64,Female,48913.48,0.506,11,42221.36,0
CLIENT_01299,37,Male,27424.26,0.325,2,30126.31,0
CLIENT_01300,25,Female,66659.26,0.499,0,5525.11,0
CLIENT_01301,58,Male,62962.79,0.109,26,5000.0,1
CLIENT_01302,42,Female,23491.54,0.662,23,27232.13,0
CLIENT_01303,35,Female,71285.9,0.278,18,21791.1,1
CLIENT_01304,52,Female,47633.39,0.76,7,10345.81,0
CLIENT_01305,69,Female,47582.74,0.344,1,5000.0,0
CLIENT_01306,39,Female,41472.89,0.164,29,13978.85,1
